loan_id,month_end_date,dpd,overdue_amount,emi_due,bounce_flag,asset_class,mob,load_date
1000154,2022-01-16,0,0.0,149328.59,False,STD,1,2024-12-31
1000154,2022-02-15,0,0.0,149328.59,False,STD,2,2024-12-31
1000154,2022-03-17,1,149328.59,149328.59,True,SMA-0,3,2024-12-31
1000154,2022-04-16,0,0.0,149328.59,False,STD,4,2024-12-31
1000154,2022-05-16,0,0.0,149328.59,False,STD,5,2024-12-31
1000154,2022-06-15,0,0.0,149328.59,False,STD,6,2024-12-31
1000154,2022-07-15,0,0.0,149328.59,False,STD,7,2024-12-31
1000154,2022-08-14,0,0.0,149328.59,False,STD,8,2024-12-31
1000154,2022-09-13,0,0.0,149328.59,False,STD,9,2024-12-31
1000154,2022-10-13,0,0.0,149328.59,False,STD,10,2024-12-31
1000154,2022-11-12,0,0.0,149328.59,False,STD,11,2024-12-31
1000154,2022-12-12,0,0.0,149328.59,False,STD,12,2024-12-31
1000154,2023-01-11,0,0.0,149328.59,False,STD,13,2024-12-31
1000154,2023-02-10,0,0.0,149328.59,False,STD,14,2024-12-31
1000154,2023-03-12,90,597314.36,149328.59,False,SMA-2,15,2024-12-31
1000154,2023-04-11,90,597314.36,149328.59,True,SMA-2,16,2024-12-31
1000154,2023-05-11,91,597314.36,149328.59,False,NPA - Sub-Standard,17,2024-12-31
1000154,2023-06-10,91,597314.36,149328.59,True,NPA - Sub-Standard,18,2024-12-31
1000154,2023-07-10,91,597314.36,149328.59,False,NPA - Sub-Standard,19,2024-12-31
1000154,2023-08-09,92,597314.36,149328.59,False,NPA - Sub-Standard,20,2024-12-31
1000154,2023-09-08,92,597314.36,149328.59,True,NPA - Sub-Standard,21,2024-12-31
1000154,2023-10-08,93,597314.36,149328.59,True,NPA - Sub-Standard,22,2024-12-31
1000154,2023-11-07,93,597314.36,149328.59,False,NPA - Sub-Standard,23,2024-12-31
1000154,2023-12-07,63,447985.77,149328.59,True,SMA-2,24,2024-12-31
1000154,2024-01-06,33,298657.18,149328.59,False,SMA-1,25,2024-12-31
1000154,2024-02-05,63,447985.77,149328.59,True,SMA-2,26,2024-12-31
1000154,2024-03-06,93,597314.36,149328.59,True,NPA - Sub-Standard,27,2024-12-31
1000154,2024-04-05,93,597314.36,149328.59,True,NPA - Sub-Standard,28,2024-12-31
1000154,2024-05-05,93,597314.36,149328.59,False,NPA - Sub-Standard,29,2024-12-31
1000154,2024-06-04,123,746642.95,149328.59,True,NPA - Sub-Standard,30,2024-12-31
1000154,2024-07-04,123,746642.95,149328.59,False,NPA - Sub-Standard,31,2024-12-31
1000154,2024-08-03,123,746642.95,149328.59,True,NPA - Sub-Standard,32,2024-12-31
1000154,2024-09-02,123,746642.95,149328.59,False,NPA - Sub-Standard,33,2024-12-31
1000154,2024-10-02,123,746642.95,149328.59,False,NPA - Sub-Standard,34,2024-12-31
1000154,2024-11-01,123,746642.95,149328.59,False,NPA - Sub-Standard,35,2024-12-31
1000154,2024-12-01,122,746642.95,149328.59,True,NPA - Sub-Standard,36,2024-12-31
1000065,2022-01-16,0,0.0,291756.89,False,STD,1,2024-12-31
1000065,2022-02-15,0,0.0,291756.89,False,STD,2,2024-12-31
1000065,2022-03-17,60,875270.67,291756.89,True,SMA-1,3,2024-12-31
1000065,2022-04-16,59,583513.78,291756.89,False,SMA-1,4,2024-12-31
1000065,2022-05-16,29,291756.89,291756.89,True,SMA-0,5,2024-12-31
1000065,2022-06-15,30,583513.78,291756.89,True,SMA-0,6,2024-12-31
1000065,2022-07-15,29,291756.89,291756.89,True,SMA-0,7,2024-12-31
1000065,2022-08-14,30,583513.78,291756.89,True,SMA-0,8,2024-12-31
1000065,2022-09-13,29,291756.89,291756.89,True,SMA-0,9,2024-12-31
1000065,2022-10-13,28,291756.89,291756.89,True,SMA-0,10,2024-12-31
1000065,2022-11-12,29,291756.89,291756.89,False,SMA-0,11,2024-12-31
1000065,2022-12-12,30,583513.78,291756.89,True,SMA-0,12,2024-12-31
1000065,2023-01-11,31,583513.78,291756.89,True,SMA-1,13,2024-12-31
1000065,2023-02-10,1,291756.89,291756.89,True,SMA-0,14,2024-12-31
1000065,2023-03-12,1,291756.89,291756.89,False,SMA-0,15,2024-12-31
1000065,2023-04-11,0,0.0,291756.89,False,STD,16,2024-12-31
1000065,2023-05-11,0,0.0,291756.89,False,STD,17,2024-12-31
1000065,2023-06-10,60,875270.67,291756.89,False,SMA-1,18,2024-12-31
1000065,2023-07-10,60,875270.67,291756.89,True,SMA-1,19,2024-12-31
1000065,2023-08-09,30,583513.78,291756.89,True,SMA-0,20,2024-12-31
1000065,2023-09-08,30,583513.78,291756.89,True,SMA-0,21,2024-12-31
1000065,2023-10-08,0,0.0,291756.89,False,STD,22,2024-12-31
1000065,2023-11-07,0,0.0,291756.89,False,STD,23,2024-12-31
1000065,2023-12-07,0,0.0,291756.89,False,STD,24,2024-12-31
1000065,2024-01-06,0,0.0,291756.89,False,STD,25,2024-12-31
1000065,2024-02-05,0,0.0,291756.89,False,STD,26,2024-12-31
1000065,2024-03-06,1,291756.89,291756.89,True,SMA-0,27,2024-12-31
1000065,2024-04-05,0,0.0,291756.89,False,STD,28,2024-12-31
1000065,2024-05-05,30,583513.78,291756.89,True,SMA-0,29,2024-12-31
1000065,2024-06-04,60,875270.67,291756.89,True,SMA-1,30,2024-12-31
1000065,2024-07-04,60,875270.67,291756.89,False,SMA-1,31,2024-12-31
1000065,2024-08-03,90,1167027.56,291756.89,False,SMA-2,32,2024-12-31
1000065,2024-09-02,90,1167027.56,291756.89,True,SMA-2,33,2024-12-31
1000065,2024-10-02,60,875270.67,291756.89,False,SMA-1,34,2024-12-31
1000065,2024-11-01,90,1167027.56,291756.89,False,SMA-2,35,2024-12-31
1000065,2024-12-01,89,875270.67,291756.89,True,SMA-2,36,2024-12-31
1000169,2022-01-16,60,6439856.67,2146618.89,False,SMA-1,1,2024-12-31
1000169,2022-02-15,59,4293237.78,2146618.89,False,SMA-1,2,2024-12-31
1000169,2022-03-17,89,6439856.67,2146618.89,True,SMA-2,3,2024-12-31
1000169,2022-04-16,88,6439856.67,2146618.89,True,SMA-2,4,2024-12-31
1000169,2022-05-16,58,4293237.78,2146618.89,True,SMA-1,5,2024-12-31
1000169,2022-06-15,28,2146618.89,2146618.89,True,SMA-0,6,2024-12-31
1000169,2022-07-15,28,2146618.89,2146618.89,False,SMA-0,7,2024-12-31
1000169,2022-08-14,0,0.0,2146618.89,False,STD,8,2024-12-31
1000169,2022-09-13,1,2146618.89,2146618.89,False,SMA-0,9,2024-12-31
1000169,2022-10-13,0,0.0,2146618.89,False,STD,10,2024-12-31
1000169,2022-11-12,60,6439856.67,2146618.89,True,SMA-1,11,2024-12-31
1000169,2022-12-12,30,4293237.78,2146618.89,False,SMA-0,12,2024-12-31
1000169,2023-01-11,0,0.0,2146618.89,False,STD,13,2024-12-31
1000169,2023-02-10,0,0.0,2146618.89,False,STD,14,2024-12-31
1000169,2023-03-12,0,0.0,2146618.89,False,STD,15,2024-12-31
1000169,2023-04-11,0,0.0,2146618.89,False,STD,16,2024-12-31
1000169,2023-05-11,0,0.0,2146618.89,False,STD,17,2024-12-31
1000169,2023-06-10,0,0.0,2146618.89,False,STD,18,2024-12-31
1000169,2023-07-10,0,0.0,2146618.89,False,STD,19,2024-12-31
1000169,2023-08-09,0,0.0,2146618.89,False,STD,20,2024-12-31
1000169,2023-09-08,0,0.0,2146618.89,False,STD,21,2024-12-31
1000169,2023-10-08,1,2146618.89,2146618.89,True,SMA-0,22,2024-12-31
1000169,2023-11-07,0,0.0,2146618.89,False,STD,23,2024-12-31
1000169,2023-12-07,30,4293237.78,2146618.89,False,SMA-0,24,2024-12-31
1000169,2024-01-06,0,0.0,2146618.89,False,STD,25,2024-12-31
1000169,2024-02-05,90,8586475.56,2146618.89,True,SMA-2,26,2024-12-31
1000169,2024-03-06,91,8586475.56,2146618.89,True,NPA - Sub-Standard,27,2024-12-31
1000169,2024-04-05,61,6439856.67,2146618.89,True,SMA-2,28,2024-12-31
1000169,2024-05-05,61,6439856.67,2146618.89,False,SMA-2,29,2024-12-31
1000169,2024-06-04,60,6439856.67,2146618.89,True,SMA-1,30,2024-12-31
1000169,2024-07-04,60,6439856.67,2146618.89,False,SMA-1,31,2024-12-31
1000169,2024-08-03,61,6439856.67,2146618.89,False,SMA-2,32,2024-12-31
1000169,2024-09-02,91,8586475.56,2146618.89,True,NPA - Sub-Standard,33,2024-12-31
1000169,2024-10-02,91,8586475.56,2146618.89,True,NPA - Sub-Standard,34,2024-12-31
1000169,2024-11-01,90,8586475.56,2146618.89,True,SMA-2,35,2024-12-31
1000169,2024-12-01,90,8586475.56,2146618.89,True,SMA-2,36,2024-12-31
1000389,2022-01-16,1,879336.63,879336.63,True,SMA-0,1,2024-12-31
1000389,2022-02-15,31,1758673.26,879336.63,True,SMA-1,2,2024-12-31
1000389,2022-03-17,31,1758673.26,879336.63,True,SMA-1,3,2024-12-31
1000389,2022-04-16,61,2638009.89,879336.63,True,SMA-2,4,2024-12-31
1000389,2022-05-16,61,2638009.89,879336.63,True,SMA-2,5,2024-12-31
1000389,2022-06-15,60,2638009.89,879336.63,True,SMA-1,6,2024-12-31
1000389,2022-07-15,59,1758673.26,879336.63,False,SMA-1,7,2024-12-31
1000389,2022-08-14,29,879336.63,879336.63,True,SMA-0,8,2024-12-31
