loan_id,month_end_date,outstanding_principal,accrued_interest,dpd,asset_class,provision_amount,write_off_flag,npa_classification_date,load_date
1000324,2024-01-06,10130464.33,177357.88,0,STD,40521.86,False,,2024-12-31
1000324,2024-02-05,11093034.03,134419.92,0,STD,44372.14,False,,2024-12-31
1000324,2024-03-06,1634260.87,11980.43,0,STD,6537.04,False,,2024-12-31
1000324,2024-04-05,6168427.55,113739.2,45,SMA-1,616842.76,False,,2024-12-31
1000324,2024-05-05,6188184.56,117060.96,15,SMA-0,24752.74,False,,2024-12-31
1000324,2024-06-04,1852553.37,24961.56,0,STD,7410.21,False,,2024-12-31
1000324,2024-07-04,8489378.25,44830.51,0,STD,33957.51,False,,2024-12-31
1000324,2024-08-03,7414131.79,138961.57,0,STD,29656.53,False,,2024-12-31
1000324,2024-09-02,9743674.53,70540.05,0,STD,38974.7,False,,2024-12-31
1000324,2024-10-02,10223229.78,108658.74,0,STD,40892.92,False,,2024-12-31
1000324,2024-11-01,6954117.53,97951.08,0,STD,27816.47,False,,2024-12-31
1000324,2024-12-01,3253751.49,54452.05,0,STD,13015.01,False,,2024-12-31
1000185,2024-01-06,5192447.95,81249.35,45,SMA-1,519244.8,False,,2024-12-31
1000185,2024-02-05,4744018.16,86131.12,0,STD,18976.07,False,,2024-12-31
1000185,2024-03-06,5964157.7,56894.67,30,SMA-0,23856.63,False,,2024-12-31
1000185,2024-04-05,7835664.9,83161.76,0,STD,31342.66,False,,2024-12-31
1000185,2024-05-05,1890101.39,12075.97,0,STD,7560.41,False,,2024-12-31
1000185,2024-06-04,7602749.05,141216.02,15,SMA-0,30411,False,,2024-12-31
1000185,2024-07-04,3312568.05,40585.85,0,STD,13250.27,False,,2024-12-31
1000185,2024-08-03,12087587.95,119788.83,0,STD,48350.35,False,,2024-12-31
1000185,2024-09-02,10814886.93,213422.08,0,STD,43259.55,False,,2024-12-31
1000185,2024-10-02,7726510.1,62413.25,180,NPA - Sub-Standard,1158976.52,False,2024-10-02,2024-12-31
1000185,2024-11-01,1879830.57,33784.6,0,STD,7519.32,False,,2024-12-31
1000185,2024-12-01,2846366.53,16111.71,0,STD,11385.47,False,,2024-12-31
1000043,2024-01-06,26956313.26,269545.51,45,SMA-1,2695631.33,False,,2024-12-31
1000043,2024-02-05,28102419.37,463484.85,0,STD,112409.68,False,,2024-12-31
1000043,2024-03-06,24093429.7,394587.91,0,STD,96373.72,False,,2024-12-31
1000043,2024-04-05,21115143.15,169097.09,0,STD,84460.57,False,,2024-12-31
1000043,2024-05-05,11282312.29,187193.94,0,STD,45129.25,False,,2024-12-31
1000043,2024-06-04,22015942.76,162091.06,0,STD,88063.77,False,,2024-12-31
1000043,2024-07-04,6478513.71,86775.72,120,NPA - Sub-Standard,971777.06,False,2024-07-04,2024-12-31
1000043,2024-08-03,6141197.99,81312.44,0,STD,24564.79,False,,2024-12-31
1000043,2024-09-02,10849254.54,185088.74,90,SMA-2,2712313.64,False,,2024-12-31
1000043,2024-10-02,19307360.65,186714.99,0,STD,77229.44,False,,2024-12-31
1000043,2024-11-01,28187751.82,162386.62,0,STD,112751.01,False,,2024-12-31
1000043,2024-12-01,4092964.65,23562.54,60,SMA-1,409296.47,False,,2024-12-31
1000268,2024-01-06,10564106.31,114924.29,0,STD,42256.43,False,,2024-12-31
1000268,2024-02-05,17331036.96,250295.88,60,SMA-1,1733103.7,False,,2024-12-31
1000268,2024-03-06,17024329.23,175935.63,0,STD,68097.32,False,,2024-12-31
1000268,2024-04-05,9483608.86,155303.94,0,STD,37934.44,False,,2024-12-31
1000268,2024-05-05,19536019.77,368092.99,0,STD,78144.08,False,,2024-12-31
1000268,2024-06-04,18590322.35,118861.74,0,STD,74361.29,False,,2024-12-31
1000268,2024-07-04,19389558.15,125236.09,3,SMA-0,77558.23,False,,2024-12-31
1000268,2024-08-03,9021200.15,148826.37,2,SMA-0,36084.8,False,,2024-12-31
1000268,2024-09-02,12396555.84,88707.59,90,SMA-2,3099138.96,False,,2024-12-31
1000268,2024-10-02,21356978.91,223217.59,0,STD,85427.92,False,,2024-12-31
1000268,2024-11-01,6343777.21,63151.79,90,SMA-2,1585944.3,False,,2024-12-31
1000268,2024-12-01,20621242.94,253901.14,0,STD,82484.97,False,,2024-12-31
1000362,2024-01-06,6977533.2,84984.83,0,STD,27910.13,False,,2024-12-31
1000362,2024-02-05,36731137.7,375731.32,0,STD,146924.55,False,,2024-12-31
1000362,2024-03-06,26395624.79,292603.15,0,STD,105582.5,False,,2024-12-31
1000362,2024-04-05,31717823.21,423187.06,0,STD,126871.29,False,,2024-12-31
1000362,2024-05-05,7189467.91,85659.8,0,STD,28757.87,False,,2024-12-31
1000362,2024-06-04,27000216.09,233696.75,0,STD,108000.86,False,,2024-12-31
1000362,2024-07-04,10548231.22,63193.39,0,STD,42192.92,False,,2024-12-31
1000362,2024-08-03,12424713.32,142477.01,3,SMA-0,49698.85,False,,2024-12-31
1000362,2024-09-02,41856763.41,424135.11,0,STD,167427.05,False,,2024-12-31
1000362,2024-10-02,30949967.4,465613.72,0,STD,123799.87,False,,2024-12-31
1000362,2024-11-01,32674556.56,573478.43,5,SMA-0,130698.23,False,,2024-12-31
1000362,2024-12-01,8844095.12,87385.6,1,SMA-0,35376.38,False,,2024-12-31
1000196,2024-01-06,5167932.2,49718.28,0,STD,20671.73,False,,2024-12-31
1000196,2024-02-05,12564301.79,192015.58,1,SMA-0,50257.21,False,,2024-12-31
1000196,2024-03-06,17139610.69,169872.8,15,SMA-0,68558.44,False,,2024-12-31
1000196,2024-04-05,18305779.48,151282.19,0,STD,73223.12,False,,2024-12-31
1000196,2024-05-05,6158375.96,100534.43,1,SMA-0,24633.5,False,,2024-12-31
1000196,2024-06-04,22262728.38,332008.99,10,SMA-0,89050.91,False,,2024-12-31
1000196,2024-07-04,13696794.51,194954.45,0,STD,54787.18,False,,2024-12-31
1000196,2024-08-03,13557223.72,246217.9,0,STD,54228.89,False,,2024-12-31
1000196,2024-09-02,10018551.84,152215.7,15,SMA-0,40074.21,False,,2024-12-31
1000196,2024-10-02,24870980.31,392137.47,90,SMA-2,6217745.08,False,,2024-12-31
1000196,2024-11-01,24789760.17,340633.73,180,NPA - Sub-Standard,3718464.03,False,2024-11-01,2024-12-31
1000196,2024-12-01,17501708.55,310034.91,0,STD,70006.83,False,,2024-12-31
1000372,2024-01-06,30683743.73,568144.35,0,STD,122734.97,False,,2024-12-31
1000372,2024-02-05,34333408.32,460083.25,0,STD,137333.63,False,,2024-12-31
1000372,2024-03-06,34674884.19,320158.01,0,STD,138699.54,False,,2024-12-31
1000372,2024-04-05,4707216.72,65206.52,0,STD,18828.87,False,,2024-12-31
1000372,2024-05-05,23495042.08,260571.52,5,SMA-0,93980.17,False,,2024-12-31
1000372,2024-06-04,17485000.24,132906.14,0,STD,69940,False,,2024-12-31
1000372,2024-07-04,8119350.07,143305.84,0,STD,32477.4,False,,2024-12-31
1000372,2024-08-03,15116012.59,140988,0,STD,60464.05,False,,2024-12-31
1000372,2024-09-02,31323589.54,162069.55,0,STD,125294.36,False,,2024-12-31
1000372,2024-10-02,24228013.54,442726.49,0,STD,96912.05,False,,2024-12-31
1000372,2024-11-01,24529661.86,172606.31,120,NPA - Sub-Standard,3679449.28,False,2024-11-01,2024-12-31
1000372,2024-12-01,8060883.07,144308.28,15,SMA-0,32243.53,False,,2024-12-31
1000405,2024-01-06,28379147.23,537917.23,3,SMA-0,113516.59,False,,2024-12-31
1000405,2024-02-05,20792493.73,236241.62,0,STD,83169.97,False,,2024-12-31
1000405,2024-03-06,26316133.16,220690.09,0,STD,105264.53,False,,2024-12-31
1000405,2024-04-05,15222445.4,189859.73,0,STD,60889.78,False,,2024-12-31
1000405,2024-05-05,23814001.63,215248.97,5,SMA-0,95256.01,False,,2024-12-31
1000405,2024-06-04,29304753.64,161232.65,1,SMA-0,117219.01,False,,2024-12-31
1000405,2024-07-04,4364291.59,45950.23,0,STD,17457.17,False,,2024-12-31
1000405,2024-08-03,19586311.35,121453.67,120,NPA - Sub-Standard,2937946.7,False,2024-08-03,2024-12-31
1000405,2024-09-02,23793573.55,425673.21,0,STD,95174.29,False,,2024-12-31
1000405,2024-10-02,24365987.68,310769.73,0,STD,97463.95,False,,2024-12-31
1000405,2024-11-01,17989133.25,156118.15,1,SMA-0,71956.53,False,,2024-12-31
1000405,2024-12-01,21000570.55,315654.47,2,SMA-0,84002.28,False,,2024-12-31
1000261,2024-01-06,22327409.71,305761.07,0,STD,89309.64,False,,2024-12-31
1000261,2024-02-05,20349133.88,265057.62,60,SMA-1,2034913.39,False,,2024-12-31
1000261,2024-03-06,3576704.61,66493.89,0,STD,14306.82,False,,2024-12-31
1000261,2024-04-05,19260953.66,198266.83,0,STD,77043.81,False,,2024-12-31
1000261,2024-05-05,30506387.27,229182.97,0,STD,122025.55,False,,2024-12-31
1000261,2024-06-04,22633116.01,216396.64,1,SMA-0,90532.46,False,,2024-12-31
1000261,2024-07-04,25138732.82,362990.75,0,STD,100554.93,False,,2024-12-31
1000261,2024-08-03,19377246.56,287651.32,0,STD,77508.99,False,,2024-12-31
1000261,2024-09-02,11401530.73,61676.25,5,SMA-0,45606.12,False,,2024-12-31
1000261,2024-10-02,16776649.36,103225.61,0,STD,67106.6,False,,2024-12-31
1000261,2024-11-01,25103677.92,357400.22,0,STD,100414.71,False,,2024-12-31
1000261,2024-12-01,10941011.29,176384.83,0,STD,43764.05,False,,2024-12-31
1000313,2024-01-06,1947556.77,31325.49,60,SMA-1,194755.68,False,,2024-12-31
1000313,2024-02-05,2096927.51,16001.63,0,STD,8387.71,False,,2024-12-31
1000313,2024-03-06,2429962.24,18740.2,0,STD,9719.85,False,,2024-12-31
1000313,2024-04-05,1741231.79,34408.61,0,STD,6964.93,False,,2024-12-31
1000313,2024-05-05,2928866.02,50745.11,1,SMA-0,11715.46,False,,2024-12-31
1000313,2024-06-04,2578664.65,28866.13,10,SMA-0,10314.66,False,,2024-12-31
1000313,2024-07-04,1351914.41,21481.9,2,SMA-0,5407.66,False,,2024-12-31
1000313,2024-08-03,769150.55,13558.2,1,SMA-0,3076.6,False,,2024-12-31
1000313,2024-09-02,464229.32,8027.9,0,STD,1856.92,False,,2024-12-31
1000313,2024-10-02,459363.35,5578.27,0,STD,1837.45,False,,2024-12-31
1000313,2024-11-01,1603229.68,30199.86,120,NPA - Sub-Standard,240484.45,False,2024-11-01,2024-12-31
1000313,2024-12-01,948333.71,10290.42,3,SMA-0,3793.33,False,,2024-12-31
1000486,2024-01-06,10116827.14,116556.12,0,STD,40467.31,False,,2024-12-31
1000486,2024-02-05,10812980.38,116023.94,15,SMA-0,43251.92,False,,2024-12-31
1000486,2024-03-06,11528536.89,222939.55,0,STD,46114.15,False,,2024-12-31
1000486,2024-04-05,5720199.64,58960.51,0,STD,22880.8,False,,2024-12-31
1000486,2024-05-05,25590189.3,378248.3,1,SMA-0,102360.76,False,,2024-12-31
1000486,2024-06-04,10381949.51,176853.87,0,STD,41527.8,False,,2024-12-31
1000486,2024-07-04,9923115.98,118250.09,1,SMA-0,39692.46,False,,2024-12-31
1000486,2024-08-03,21095463.36,318084.73,0,STD,84381.85,False,,2024-12-31
1000486,2024-09-02,23628344.57,358342.1,0,STD,94513.38,False,,2024-12-31
1000486,2024-10-02,29553560.77,152457.06,0,STD,118214.24,False,,2024-12-31
1000486,2024-11-01,3355403.93,37475.61,0,STD,13421.62,False,,2024-12-31
1000486,2024-12-01,17104123.16,175706.32,3,SMA-0,68416.49,False,,2024-12-31
1000081,2024-01-06,33472433.89,184454.08,0,STD,133889.74,False,,2024-12-31
1000081,2024-02-05,29268872.83,407190.86,0,STD,117075.49,False,,2024-12-31
1000081,2024-03-06,40172351.77,562042.32,0,STD,160689.41,False,,2024-12-31
1000081,2024-04-05,9508325.12,59862.47,120,NPA - Sub-Standard,1426248.77,False,2024-04-05,2024-12-31
1000081,2024-05-05,28684664.72,472088.38,0,STD,114738.66,False,,2024-12-31
1000081,2024-06-04,30400982.57,236262.13,15,SMA-0,121603.93,False,,2024-12-31
1000081,2024-07-04,9073684.86,85460.77,0,STD,36294.74,False,,2024-12-31
1000081,2024-08-03,30900231.42,364673.92,0,STD,123600.93,False,,2024-12-31
1000081,2024-09-02,44194312.86,679855.36,10,SMA-0,176777.25,False,,2024-12-31
1000081,2024-10-02,31182234.39,276276.12,10,SMA-0,124728.94,False,,2024-12-31
1000081,2024-11-01,35675633.77,211763.81,0,STD,142702.54,False,,2024-12-31
1000081,2024-12-01,20103270.54,178387.96,180,NPA - Sub-Standard,3015490.58,False,2024-12-01,2024-12-31
1000193,2024-01-06,27781142.81,167825.25,0,STD,111124.57,False,,2024-12-31
1000193,2024-02-05,32756085.43,356697.94,0,STD,131024.34,False,,2024-12-31
1000193,2024-03-06,22785402.11,298704.83,0,STD,91141.61,False,,2024-12-31
1000193,2024-04-05,16388974.13,108064.73,1,SMA-0,65555.9,False,,2024-12-31
1000193,2024-05-05,16697349.61,92218.02,0,STD,66789.4,False,,2024-12-31
1000193,2024-06-04,5615042.53,93538.51,5,SMA-0,22460.17,False,,2024-12-31
1000193,2024-07-04,4072959.97,60251.22,0,STD,16291.84,False,,2024-12-31
1000193,2024-08-03,3538590.12,38419.38,0,STD,14154.36,False,,2024-12-31
1000193,2024-09-02,8039352.28,87387.4,0,STD,32157.41,False,,2024-12-31
1000193,2024-10-02,3623270.25,60018.96,3,SMA-0,14493.08,False,,2024-12-31
1000193,2024-11-01,17788883.2,283136.96,0,STD,71155.53,False,,2024-12-31
1000193,2024-12-01,27765461.19,232888.43,0,STD,111061.84,False,,2024-12-31
1000281,2024-01-06,178495.2,2980.41,3,SMA-0,713.98,False,,2024-12-31
1000281,2024-02-05,84915.7,1687.62,0,STD,339.66,False,,2024-12-31
1000281,2024-03-06,160369.42,934.62,0,STD,641.48,False,,2024-12-31
1000281,2024-04-05,396282.59,4153.17,2,SMA-0,1585.13,False,,2024-12-31
1000281,2024-05-05,345204.02,6081.71,0,STD,1380.82,False,,2024-12-31
1000281,2024-06-04,312180.32,2512.05,0,STD,1248.72,False,,2024-12-31
1000281,2024-07-04,238951.59,3563.01,120,NPA - Sub-Standard,35842.74,False,2024-07-04,2024-12-31
1000281,2024-08-03,148079.39,977.55,0,STD,592.32,False,,2024-12-31
1000281,2024-09-02,286721.5,5240.76,0,STD,1146.89,False,,2024-12-31
1000281,2024-10-02,197536.7,1093.46,0,STD,790.15,False,,2024-12-31
1000281,2024-11-01,50843.21,436.1,180,NPA - Sub-Standard,7626.48,False,2024-11-01,2024-12-31
1000281,2024-12-01,180039.45,2637.78,15,SMA-0,720.16,False,,2024-12-31
1000194,2024-01-06,24069703.3,413437.38,120,NPA - Sub-Standard,3610455.49,False,2024-01-06,2024-12-31
1000194,2024-02-05,42273713.24,426511.19,0,STD,169094.85,False,,2024-12-31
1000194,2024-03-06,17754677.26,196768.3,5,SMA-0,71018.71,False,,2024-12-31
1000194,2024-04-05,12840369.24,164957.59,2,SMA-0,51361.48,False,,2024-12-31
1000194,2024-05-05,41241090.16,538131.1,45,SMA-1,4124109.02,False,,2024-12-31
1000194,2024-06-04,33480600.32,203578.86,0,STD,133922.4,False,,2024-12-31
1000194,2024-07-04,33262577.35,175824.16,0,STD,133050.31,False,,2024-12-31
1000194,2024-08-03,39957895.89,345245.74,1,SMA-0,159831.58,False,,2024-12-31
1000194,2024-09-02,29883190.9,433005.1,0,STD,119532.76,False,,2024-12-31
1000194,2024-10-02,39859776.65,257469.59,15,SMA-0,159439.11,False,,2024-12-31
1000194,2024-11-01,28418708.32,169357.43,30,SMA-0,113674.83,False,,2024-12-31
1000194,2024-12-01,36460168.03,507695.48,0,STD,145840.67,False,,2024-12-31
1000022,2024-01-06,9290500.79,74692.07,0,STD,37162,False,,2024-12-31
1000022,2024-02-05,5764662.84,92631.94,30,SMA-0,23058.65,False,,2024-12-31
1000022,2024-03-06,6583965.83,100480.05,0,STD,26335.86,False,,2024-12-31
1000022,2024-04-05,8406857.32,163684.76,0,STD,33627.43,False,,2024-12-31
1000022,2024-05-05,4192190.09,31867.83,0,STD,16768.76,False,,2024-12-31
1000022,2024-06-04,2291584.67,37497.78,0,STD,9166.34,False,,2024-12-31
1000022,2024-07-04,3619753.24,27057.99,0,STD,14479.01,False,,2024-12-31
1000022,2024-08-03,4577515.73,32045.19,1,SMA-0,18310.06,False,,2024-12-31
1000022,2024-09-02,11513095.8,122521.97,2,SMA-0,46052.38,False,,2024-12-31
1000022,2024-10-02,3489289.23,21671.41,45,SMA-1,348928.92,False,,2024-12-31
1000022,2024-11-01,1582099.07,24682.52,90,SMA-2,395524.77,False,,2024-12-31
1000022,2024-12-01,9013056.09,138824.07,0,STD,36052.22,False,,2024-12-31
1000393,2024-01-06,34475068.97,237994.72,0,STD,137900.28,False,,2024-12-31
1000393,2024-02-05,9879080.27,116141.3,0,STD,39516.32,False,,2024-12-31
1000393,2024-03-06,13522744.96,207913.6,0,STD,54090.98,False,,2024-12-31
